Title,Article,Headline,Title_URL,Image,Facebook_likes,Facebook_comments,Facebook_shares,Comment_replies
Conservative Post,"Sen. Paul Accuses Fauci Of Lying, Blasts ‘Karen’ Who Tattled On Him For Running On Treadmill Without Mask","Sen. Paul Accuses Fauci Of Lying, Blasts ‘Karen’ Who Tattled On Him For Running On Treadmill Without Mask",https://www.facebook.com/heyconservativepost/?__cft__[0]=AZXgqkaCjJJcewfpWD6Ai73Q7MG7fBOh-4rh9WNgmwEeGwOTLv2sDFpuDY6-ET-38iAzh-38VvnTOxo9eb_mZ2b0CMxBcMxLmjfIL_4tGOkw8aH_xKCJ1_9kPbtx-RvKkf7gKHrwWJwgtDynsbCfRnB3&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fsen-paul-accuses-fauci-of-lying-blasts-karen-who-tattled-on-him-for-running-on-treadmill-without-mask%2F%3Ffbclid%3DIwAR3RHP-Lsez_NORYMAt2cGctaMvdGEO0d5_2er_fzeiBpZjYxOKY53gZxAM&h=AT2Sbl0Il6uAiFRYfToP4fAWJ4b_DpyNfRN4oVRs6ZnhLg2_GI6eBYYAz5yrIqy2iHmEbO9f5xTe8Vgiu0hi6ZMSUhLggUMcmMZxU2Rafcundmbv913uHxHbWHG9bR53iOxs&__tn__=H-R&c[0]=AT0zDDBMh0YmRBvkyBRTc_K-X2uh2IR5AwwoEEmN1F2mh-6SeT0oLLZPYNukY04AYS3qQXIlK45utyH2z-sb29Nz0QgchWo0mQo63sZPr1Ct8zcugchfIxg4ZSd8h1_IzbV_JgZj0kkjFhAyFsop7x6jxrgBUviuDWpwmQZlkfQilrk,489,35 Comments,4.9K Shares,View previous comments
Conservative Post,Unbelievable...,Border Crisis: 823 Unaccompanied Migrant Children Held In Border Patrol Custody For Over 10 Days: Report,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZUMxZWe5Y_CngFWwYtV_rxotCn3_FNf2_-5tr7I0WEUbv8gPhLh4INAhM_CcP8Sbaz164mW4ChdZtXM4QNAKak7GeflH-7rEhx7Xg-R0x6bHxBigyprrP8kC_u3FVt99JCZ1jUxXhD_Z-Ce4iFJtba8&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fborder-crisis-823-unaccompanied-migrant-children-held-in-border-patrol-custody-for-over-10-days-report%2F%3Ffbclid%3DIwAR0ReZjLTVSu-NXlVWIMYEeu8bzf5qP3hnj7hkt8PK3jNbQUTSIZioiSzdI&h=AT2keIFIwAAMYUdgbJHj6AcBEdeseg_7SuoHunLqBgFP4CkE4YTeGM3vYFYH9fYfljFWIIX3OyFT4DlFZKv7OpNeOWNL6awnw6Gp9U7WqzfUnbwxM2ESDHiJCoCmSVNXGzc-&__tn__=H-R&c[0]=AT0brnJMRd7si_RiFKlZ_P80ej7XqGbw_hmGKIX5VVwzvCeR6FeN4yiqPyACMiPDRv3ulcxtDbGnXLkSoNX7d54BHRvDVpwn1_vRDTvLtde9P2MkbyOMM1_Zjrk0vX92Ifhl0yrR-OrZVi8AIBPLt2D4TLOYwBxdPJvUximvO0V_EJk,111,184 Comments,4.5K Shares,View previous comments
Conservative Post,Finish the wall!,‘Our Country Is Being Destroyed!’: Trump Rips DHS And Biden Administration Over Southern Border Crisis,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZUa8PR1qzDGtLsRcIy2I5NSy-mtHiux0QFjJOX7ZDb-oZyzJxAIAIAX2gr8uxDXkA4-vipPQCKJuZl66gnBXfuafIutLwGL-q0xg1TT3pMeMTbsNAJK1NrQTH0_Cq_yjvzgOH6NXLluY6zIdVOhwEHZ&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Four-country-is-being-destroyed-trump-rips-dhs-and-biden-administration-over-southern-border-crisis%2F%3Ffbclid%3DIwAR19p-cjCowjv3Qxn099A72Bpo8U5RdNdpYT0TV-CmTwgew04bJ2_l1SnSg&h=AT3VIhNGq_NbiFsbAcJODyEaN5Bzg6EORJ9w7nP4-hK992ZuUUajI2hwcwIwGSS2FECWucLQCx1kRUezSfLht99nxvT3CGLs5MBQ-7Az7B4sFVBchIc-wL1_tv-Xjk5KXv6a&__tn__=H-R&c[0]=AT2JtphDKGNngXgLcTfJyM4g9bMmd_QEip4rQpZPnMUtBmKqk7Jey8v_NlH8IxM2qUCEjnTr0YAqnnqSWUDFwPhJuJqH_4nmqdugUaNgVoQ2yPatDsnGFwIVJM9p7WkAV01kDy0LFyrT73TZ37FKjEg6I65ib_aZmW7DTFQNt9knbJc,1.3K,20 Comments,349 Shares,View previous comments
Conservative Post,The fencing has remained up since the January Capitol incursion.,DC Fencing to Be Removed After Capitol Police Admit No ‘Credible Threat’,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZVHSpAefCBFxPGT2ESxzp2Ua3PXFxKgbsY83iPzbiejL5Xke-1h_rMAUoW_lxNUdCCbMoo8vjGc04qRONnrWT7HKU9rsXRSDqEoXQTEV42f3OVFXoLdc1dzp5fJxzKVkhBavAoKSS5JX-1O6pdFlXbn&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fdc-fencing-to-be-removed-after-capitol-police-admit-no-credible-threat%2F%3Ffbclid%3DIwAR19p-cjCowjv3Qxn099A72Bpo8U5RdNdpYT0TV-CmTwgew04bJ2_l1SnSg&h=AT3uLg4fuaOrr99BUWzAKgRnKay-XV7e4qmILuLs6pt0i3FZGQfNkN3iXlNvIwUefOtgMVladgm9NqdQ_6zRv-Wpt1Y_N2KUTdq8rffrqa7fIZ0dGMkqQEzwoRi3EOHV1aNz&__tn__=H-R&c[0]=AT1fYxElhBFCH2VEEkOOvzIqduWKvjKWwXbeUv1ajwdivOz7CYOFbdQk5_Jkz2Nk_qsQ65ZPgRzBidPtQmGqKzRDhXh3SHJ4sAQqB73AS-_LNLQoV57xJErh3qthbMnMh3AcffgYLd7ARTE9nRquUIOhIk40-88yzuZLopa7by0BDb8,721,89 Comments,3.3K Shares,View previous comments
Conservative Post,Putin fires back...,Putin to Biden After ‘Killer’ Insult: ‘It Takes One to Know One’,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZWcvp9FZLD9GG8msNrU7_i82I_0Qz9iTiHIQUFsDpal0ffuFB-Bdnavy_aI3l7rGl3HKHZAc-3DcW-hZcSbHFDaYrsJ8h39Whdg4tLKLX_T-dlvLyrY4b-voopl-UblKaQYES1NeLQ_BXqxOOkzB67S&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fputin-to-biden-after-killer-insult-it-takes-one-to-know-one%2F%3Ffbclid%3DIwAR3Pf18APv90LXD-mwRGrcjGU2s5cpnxTXy1cwjJb9t89SD6EG2I5Iudfj4&h=AT3bmfvlUEB3i-cn5mGtHisCyQ6SKpHP4JZenHCyrcvtPB4z8VV8Cme1blm2EN3NBCP53TJpKx3sOBLX6mf-t5B91apdJ6DElS1RTvb-x-NWWCnM-mxh0ZqUyOg0rjTWLdLr&__tn__=H-R&c[0]=AT3Z_HCuQAcvAFHE3GT8OeofBYA78THgobn506p58FNNwUEY7mHGJLnzjxMo9y_k0ZpzG2vk3x0R6lZGuYHVDrGs3-KyNAOC29yhbJ4-RLlpo_BaBfTr6C7rMNIOYALVK8ona2XY1rR1--YNOBnlScW1sMt54e9lRuAOAi0kWaT5_kw,599,73 Comments,737 Shares,View 1 more reply
Conservative Post,White House Shuts Down Putin’s Invitation To Live Video Chat With Biden,White House Shuts Down Putin’s Invitation To Live Video Chat With Biden,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZXYgiomiLfDO1-gqYhhX8dQm4ZB99cvTa1dE3dN1v36xZfC8kiSM8eFetdAMhmSXXJk3R8S12zaFpyI9Dmwh5AnM-MiZk1If3BNJBZIkh_osLGaVWrK9swQWWFgac2dHA-0PIXwO2dOpYnNFJSy9pxj&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fwhite-house-shuts-down-putins-invitation-to-live-video-chat-with-biden%2F%3Ffbclid%3DIwAR2j8mWgW95xMpu4kMN4QZn0EGuGWnyPACDRcIh3jzZAnRuIwqXpRh2Qxbc&h=AT26oq4o1KTrMyMpGBGo7mUCV_zEzqWdf7u0dl294pU_nMucM4TgFWGmQV1tXvqgBrMLjl69_pmScb3HAMfvUejaXYDwMaISYJSmkbfnooL1AbJk0LVCsGuPGei_LPaIgeoe&__tn__=H-R&c[0]=AT06E67iPYTs-wccKsx9SwI1GpzVGKqCkGJTU0okO0cElE-D1CYYEdnHvzioQhK7iDNoJAb0nQ2DXBpkFRIamcx5X81l5Y7W6MgM1yMMBLpP8b70mPJi6uKT2nbtB_4BPvLsWPST2_hW0gvWyBVJqUYUa1v3NeJg-dVZLRm0J_NjVks,302,880 Comments,7.6K Shares,View previous comments
Conservative Post,Man Killed By Arlington Police Was Illegal Immigrant Wanted For Rape,Man Killed By Arlington Police Was Illegal Immigrant Wanted For Rape,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZXQXsK4LEfujjVAqj9OPSauC7a-uIoSIzi8w1Hcpsf7zx_mPNesQJu0vwiqogr095ZNyiNeVzRWjOwBqkBxvc14njmbS1TwLAoHQjkTA9lW58VM8SmdoK6dFLrtNpVLV-Xoox7P_teoIbQPCSI883nL&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fman-killed-by-arlington-police-was-illegal-immigrant-wanted-for-rape%2F%3Ffbclid%3DIwAR1kgOH656Dt-CCHk5aHhprLSoGELbfIinXeF_0o9Pj_OsJ1VheX_wUYCF4&h=AT25qBc42DveiFj_dKmLI-Dd9-vbZvIVUQdESGgqHsAYotZRokv_oZNYL6mCpgF31cBydLQsGNC5fRvPURk7dI9Oi7_NrndnpckxYsiUUZJOIp_XUsc2kBkcgMeVBF-3x16Y&__tn__=H-R&c[0]=AT2y1N1W9Nmqeata_2l0vvjx6O_weoX72FzP7RDmqlAS3bDxgP5yDnsZ8TXR6sq3rGtE6pC7xFSku6yKwB-vkNHYMi9jkEz4iGDFoRT-Y1zHnoi_FkFZS7rsmJx0lSsPE9ajZF1oWYsyZTJH_40-OzfY9_ojAaN9IUgWMjgSXgxpqvY,893,2.9K Comments,4.5K Shares,View previous comments
Conservative Post,"Federal Judge Laurence Silberman Slams Media, Accusing It Of Left-Wing Bias","Federal Judge Laurence Silberman Slams Media, Accusing It Of Left-Wing Bias",https://www.facebook.com/heyconservativepost/?__cft__[0]=AZVEgT59go0i2ijZtHE7vOQECgqZU1B3xw0v84XHdwnIVZzVlKlICRaj2SvJVbqFJIRSnQ3ptZ26i0gegsn-5W8XPuiNomBrjMu13isdoi1Ddxxg2G6a4xiPptmjwDNDqszXG17_Qfp8W3Hlmx1BKRtl&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Ffederal-judge-laurence-silberman-slams-media-accusing-it-of-left-wing-bias%2F%3Ffbclid%3DIwAR1ZJbSyRMkUbmNkoiOS4HbNtwlrhkijXbt1i9XVhqcEgkGrFDu62b5c9W4&h=AT14zPRG9bOSXU2__G6YtE2h8gbLjQ4DHSUOR5_RE5tTITlvJBKx9ZX8np0UapR3vQVAcoERfoGhZB4luzz0LOTE4oKZDosKQ57kicBD2LyhOg6aK4PhPl3cHcxmdvAnQfWx&__tn__=H-R&c[0]=AT1OnqIdhfdg9xNa1tahTbSbTsPhOju3M7YKPry7w0a2Dvhc2G6f-EZDNFtECrhHyE1fdVpiWD-fhKLNqdgQnWmbPgtgMwRIVZLAGi_HDb4mOYFxyTQBZwepb5lleMwGURwje5_4JcaPt9p3swNq4hmiIUP8Bvydtp7DdsnBEp4g9q4,300,1K Comments,615 Shares,View 3 more replies
Conservative Post,Pelosi Says The Biden Team Has The Border Situation ‘Under Control’,Pelosi Says The Biden Team Has The Border Situation ‘Under Control’,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZVD75ppEYYLwhB0H7kPa5HBDW_z743Ul9AsOIqk73yD6F02updlNdj3cDx6hP1yX3Uh4NLI_ROiwht6Bio1LTF3W-e7E6Ekrx5FSUPeQE4_7K4qTE2USX65YiSzNsNVQExpo46qlCUT7hxfH3gdgvZ2&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fpelosi-says-the-biden-team-has-the-border-situation-under-control%2F%3Ffbclid%3DIwAR2AIg277XO1TMeiBCtwMJlrwU2yv_LmkRXJG6WZKq0Zaz-UA62fDoPbmqg&h=AT13X7rWuwokGIy-r5gOu40L_LwsiHuRu4UAb09W7kVXGyLGV4DNLs5sgqo9prK8xLaJmG8qLv9W2ajHB0zPrEl526GjfKOFC5NDBxrU-yHvsW1FB0VQm0KtiPTcgQkeTMfV&__tn__=H-R&c[0]=AT0mfPXvo-TwQE3IPRe_JQfy8R5a-Do_55crEq6QtMlV0Wu80YxSN8CbgRVNFtGRAPsrztlKqpXhWH-sqVswKfWKCuJ5VUdDKu32QmPJ4MyEOd5HZKBs63QykXgtmAVfvv2vAJ1WQ_SyfZwL2xJehsRd6OHAtdggT2Y-AVT9F7fMcNE,2K,76 Comments,274 Shares,View previous comments
Conservative Post,‘This Is About Truth’: Don Lemon Says The 2020 Election Was ‘The Most Secure Election In American History’,‘This Is About Truth’: Don Lemon Says The 2020 Election Was ‘The Most Secure Election In American History’,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZVnPpXB7MiyCn7n0OJHgAWmTfb8xx_81DTSk_36a3j-9XrixMuuk6FxMAZ33IYgIp-z5iJdR1ph7x7asfIs1F75Ygil__nx0QTDAq4bRGfYaMvGWCo4q3wiDYDFlMh9NGSJn05cczI5BIDcye1Nzz8g&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fthis-is-about-truth-don-lemon-says-the-2020-election-was-the-most-secure-election-in-american-history%2F%3Ffbclid%3DIwAR0TdQxTuLBH5Zb5jhDmHHbuysxcxQB0dvgxOmqLYko-UqVRhu1W4plWtkM&h=AT2cmeqj40p8Gn5nSOwi4pJiLl1CehOcANr4p2NsOMklFc4IlgqaK7jTQNSPRnOOaH-O1qEBjHGKyWWNyGwoZlZAhz53JoIEFSHYp0RzbvTLFQIl_hukt6AaVEzzIZvc0mXh&__tn__=H-R&c[0]=AT2Jr5mdmstOE7H0C6KvL9qwCuxKTEUKqy4jDBRaEI4mP6Z5TSXNeUJdqd__5ZZbnHGi21rCyrpZZLh3thEi5c-2XRygYxdvU8U-FkamXGKzmhf3GPTtRBgfJCqpmunu3z2d5abdx5UJDjM1_2OWWmkewb2-IeJBayXyMI7IJHGvIhQ,1.7K,161 Comments,813 Shares,View previous comments
Conservative Post,Biden Wants SCOTUS to Let Cops Seize Guns Without a Warrant,Biden Wants SCOTUS to Let Cops Seize Guns Without a Warrant,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZWgCjPZmD0VuYLTabT2Oq-QNaOZLuAQvJmVucOoasMEK3uMGxnodf3i668WAdxzGzqtz8c1NOP0IOEYRGo7zhbtmds_JSrSfdZh41sGyfwyMZnuaZsQBVtdowPbMOxhMIUSkutoaytoelzikttpMgrL&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fbiden-wants-scotus-to-let-cops-seize-guns-without-a-warrant%2F%3Ffbclid%3DIwAR3dvvbOXuF_f-OJCgbzC2ykPWz4e6y0lcc2ut2Kt1oThVJ-YRVPVHHZtuM&h=AT0pyD-D4kyf8ZZl0-ZRAO1r5N_aDHNuSP7ee_qQWR6gL3W-kyE52fgw0NEP4iaT3YgMRG-jZqSEq2wq5id7X-QDHBBo97H5QDwQPP-DLt2kw5vbqDKamKJ_FC4-fCWL3tEM&__tn__=H-R&c[0]=AT2qZ1LyxJntRsoTTedg6V1LSOLLH6lWW5pmRjeg6w0rWSHvLC7GHHWFC_xaCYeY6TLNdai_u1lQiDqOPUB4PQq4KZdKnXmUPYNPlkdOBwyEr5ktZZtdC9WNiiKctjyxkC30JoRJHO_5daj4rDA2ykAPO-A7NVzaGJ6bPlOT-eav-9s,514,69 Comments,331 Shares,View previous comments
Conservative Post,The report also indicates that Hunter Biden may have lied on his firearm transaction paperwork.,Report: Secret Service Intervened in Bizarre Hunter Biden Gun Incident,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZUISxi57BRAvsVXtjGEZub3valgg4F7gOWKKF8w9WSTaKd_yZjy3tLN8mKCZ4PVsrzDmQmnGQPMTcqpDrv27xiJ3axd63yBRb3loeHD9uZay5wzK8iCw4TUu0PQf1ne9Etq4ttJLx-Gdw47uRYmOSd6&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Freport-secret-service-intervened-in-bizarre-hunter-biden-gun-incident%2F%3Ffbclid%3DIwAR3LVtM6wpzSYPHjmhD8w94o42iG18yU32JI2f_ZXqYFcjYEphDpCFi6RUM&h=AT1kyI1lBd_S8XOBaXDiGATGkbvbWVbYCYGDoEOKO3JnZI-9mVK2EjcEfFXzKV5uQg76JZ99-Q8dLnb2xGT1UUj3aSoIp8ZJ31RhDWKAFBD-vRGVYiC5byML_3jxqzSBAmrr&__tn__=H-R&c[0]=AT2WIn5PXHl1sSNqEYd3XWNgeTZwuZKcMWzhFZNqeww2Tkpqt-2Op9MFoO2zNT8g2P1AdmNC4PjZv3vZMANwPFSX43pt-LJkVz8CV6VpOpTmn5_MEJB0xovQJ3F0HEuamkiaOHa_5rIjgjkqoNCk4FJWOWuin4U5d1liEJEyKVwMYLA,165,43 Comments,7.3K Shares,View previous comments
Conservative Post,This guy always blaming Trump.,Biden Says Migrant Surge At Southern Border Started Under Trump,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZUTNRbnOgyf0gSnBcR4CeRImKZmVlh8ANXbvFPGYKll7Xpf4EnFDT-VCQm8iugNF5KKczfTIsKIgo0Flr2ewsEHmjlhrk2IeaonS_zKpFfiSv8nN3bERh0c6lkuKv_zfcFlhaSkKpg6l-WJUMiaxcEn&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fbiden-says-migrant-surge-at-southern-border-started-under-trump%2F%3Ffbclid%3DIwAR3rEzm6Ps0sJGE_-A9SVr-3hwOdrERkDiZATX5QuC2gjbVGHXwFy1yJgBI&h=AT2MSVNj1OMxD6QP-ONlAeBOhbHpyu49BJixC050QBAGVe8OeSTghJKaNlTEomrDcNkrumGwZpBUdDllLECqPNMuSrlKKvhdmCDDK5ngZP96V7B9eplFa1U8f5CHeA9NzY4Q&__tn__=H-R&c[0]=AT1Ip9v-kZlI5VGvjs2QI3a1qNHjcYTstiPKJjA6XoWqJaihCWSt-4z-ya8v-NJTkm4-EIbrXKl1co4n3uoxaD1FrKfpg3w-GEfQgKEwqaLxlUbgbWRGDzejoo4vkOSZbH7SU34vLHLnVUoyC_rooOmsDd431PklgNbBkH7O3pKNXpI,1.1K,89 Comments,265 Shares,26 Replies
Conservative Post,Here they come...,"Biden, Harris Both Called For Government-Mandated Ar-15s Buybacks",https://www.facebook.com/heyconservativepost/?__cft__[0]=AZVn7ieiGIe5azMnFX1OMJjW4oOCbx_z8ZC8gD8y6BqufdNRvsC2anWG7xwdwoFUpGt3gKJk4X1aKEdkSGxUxkNMJ9-gpBNbFAQfebTKFRviKkAzvrvT6Kvazpar0_d28aV0eQAZXbUeQjqi55bZMz6t&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fbiden-harris-both-called-for-government-mandated-ar-15s-buybacks%2F%3Ffbclid%3DIwAR3Pf18APv90LXD-mwRGrcjGU2s5cpnxTXy1cwjJb9t89SD6EG2I5Iudfj4&h=AT0jZRCcs9YLbAXBi6sabGPyAaITXUxwqDjFTdX3RdKtX_E1y2A40aVr1YeLmMBxT5Qk8wsv4uhwUstzgSnH6eTdTSulY8dGsZo5kL0eF1SqkpAxztnoWtThHsj-wdlFIofI&__tn__=H-R&c[0]=AT0AYnvsdd7Zw8KRwyxNeyq2JNhz_qQT7UtlOmUh-2cdqmN4bbAiIL7I9p0Jx8R6NbllsQJRjoC7uSaZonPQhMx4XF9l2pKfg7-ulxRqmcnYiN6L54P1gzRCAuU5IPW2TaOXDqtxVnNpCKlDIPqJzNkGvJ21F3SSdjtj1vcSgnelvd8,160,39 Comments,5.5K Shares,View previous comments
Conservative Post,What?,Report: Team Biden Weighs Declaring Gun Violence a Public Health Emergency,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZXrgN7KX1KuceIiqK7BMB9n0S-9xyayGdiATi6lPPfT2IqzP5PJYc_ezin2f5uKw1AQad4sRKYIA-LfIZIYa8QJH0DBqFlIB2IOk6gwxryLUBM2mAVo3BoaiA6xqqMuuiNDq8pTey-dFyvuQ_lp7ctV&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fteam-biden-weighs-declaring-gun-violence-a-public-health-emergency-2%2F%3Ffbclid%3DIwAR0IHvh6m2R_zLxfPGeHOpAtxzC80R6Hp2cK4NEFKsaFja6NjvC52qQBp_0&h=AT0Sh9zcoZqc5V02ioYdGTEvaz0Uq8v-t0MujoGbRNWXdb0eAVkFKw1iChmPMoHMGcjApBDnx2oBwd6JuKYezqQPtAzzntbRfQyQ8FjUlC_1ylape3mCT68wK6BnN6mONjry&__tn__=H-R&c[0]=AT3mpaJMYNTEJXQT86WrjHFaonQLi1xRquJcioZ9lE9YutFQ8ozHzWcKS4Zk52K0En221cimswvQsFLFBpSbk0A2mVLOaqXaJph1LMgf7baPm8heVLbFKAY2o-MF79TAp8cDWjOCFsezMKB_NcNI9SrS380nYWXQ7E-STX0GzZEXdKU,209,82 Comments,108 Shares,View previous comments
Conservative Post,JUST IN,"Mexican President Blames Biden For Border Crisis, Says He Created ‘Expectations’",https://www.facebook.com/heyconservativepost/?__cft__[0]=AZVyATFDlx8lxzDKe0aYnkLNoro0vHfbJojo7pd52djRG8Q5woPPTfqIyeNq9TSkDlFCgxLAqu51JNDRYrKVUpTCTOgTmjtqXHhsmS7PTC1wW7iAV6bjKasQlw5UmDGYFNGQ2RxnuDgqXEMEdvdq8a6O&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fmexican-president-blames-biden-for-border-crisis-says-he-created-expectations%2F%3Ffbclid%3DIwAR0ReZjLTVSu-NXlVWIMYEeu8bzf5qP3hnj7hkt8PK3jNbQUTSIZioiSzdI&h=AT0WwTTOZp-I0LSzs5lX5WRUngoG1vMpO94NqnyOuRBrVvaSZWfm2VgOrraCnGcwZbd7iz6SIOg4TNFRZDWKbM0zLQWe3FMsv9g0j5LQIMuuCYdzMcC2SSp4I8JqOLMRRc3D&__tn__=H-R&c[0]=AT1i_LuBFkS6tGEAD0nA6HT6It8vn82fTuV3d_XhqRK2JkeoynggvbTcT0QM4H3fiE0zktM6iajTYDx9TE9Qe3dDnECry6pktjwMQAzu2iC_rr60Yijhb5hYO5zm1sRGdQ1beXcZZImr1P_DoQLa_pb7WA7JW0z76Cth80FnN54-nmE,307,20 Comments,164 Shares,3 Replies
Conservative Post,Should we then ban knives?!,Ban Knives? FBI Stats Reveal Knives Kill Far More People Than Rifles,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZU7_VCWj99NOMUFwwnmgThB1WEiG8S35PDec19w_S80vi86lTsy31FLlDv1VbkBz1petcs-c_N53FI2hD1B21ovKstqdAkUiO3lcY847njhjYLoS_XMrjbhX-a-7EqWvYMz75Ps584vliNCy9W95Nlb&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fban-knives-fbi-stats-reveal-knives-kill-far-more-people-than-rifles%2F%3Ffbclid%3DIwAR2qBiO6aseU-SA_n26DpKZ3459kiaidIP2dByBhxn-1VBdn_YH3kjH9MYI&h=AT3jHam1K7nfc_Njc7OsQJoeZ--02WyM1LSP-J-zsdEA3ZjBwP9tPc_TPvp0r3ZjJf2A8XhApoU2JProNmlVlrRoIZfw3wPECUExxMGahILsc8jdhhKMqOJ1ZC8a0VOehBRm&__tn__=H-R&c[0]=AT1zLt7I37dhQ6jeYS4cm4htzYgaMQWcGpbd6ITT3cQ90dpyStYXSrJbZHMFEL-lcp5Ha-rP_C5fvoIbECmjeFtf3hsdMmAujsptiJfp6eLWYcVexasqGvOF6USGBH9AXbx0pVqxyH08b1Vi0Q-u02FMPk0Jc5IEP17EtGxB-aUmJ08,295,65 Comments,674 Shares,View previous comments
Conservative Post,Just in.,"Oakland Will Give Low-Income Families Of Color $500 Per Month, No Strings Attached",https://www.facebook.com/heyconservativepost/?__cft__[0]=AZVvbW_Tskitri3HOwFzPgyCrR3Sl2MfdJWiqzza_4eFQAOf2HYpR1Q0CcO6EzcvkGzDgjx8j1EF-0wxpuhK0-ZVwepm0x3JMRxFslryVDP9l_khsigOSPeNG0R9qTafCKOzGWKvSGn8ATAllbJnWUWK&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Foakland-will-give-low-income-families-of-color-500-per-month-no-strings-attached%2F%3Ffbclid%3DIwAR1kgOH656Dt-CCHk5aHhprLSoGELbfIinXeF_0o9Pj_OsJ1VheX_wUYCF4&h=AT0t_ZgJdZKiAOjJY3AQ7wbweWgnPg8NZq9Rd_8QUdVecUFUls0ay2Czvcux0qRrUlC07e5UKfmC1_7Jywl6CV4w2XA0fdVN6LrVjBox2Ujaswzu5aFUp5t0kFc-r0KRV8_h&__tn__=H-R&c[0]=AT2KICkQpAZO19mI1utY1Vyfp2Jc7bse_UKJj2hpjI4FRMpujv1JNAv4Lt_Q9GHRHK3rS-efxGVVvF6fsnpGHCkz74QKS-U3e_KovjODhT--k1u-fa0ycqYiF7wy6vS1Ev6EIqTeyaH3E7cCGDU-NYyGSeZXkHbGDfkhoOmntQf9fYE,179,29 Comments,433 Shares,21 Replies
Conservative Post,"The Government Accountability Office is reportedly investigating President Biden’s freeze on border wall funding, which may have broken the law by freezing funds that budget rules dictate should be in control of Congress.",GAO investigating whether Biden administration illegally froze funding for border wall,https://www.facebook.com/heyconservativepost/?__cft__[0]=AZX-tl85HC3HIPNk2a1r2OVn1-SEGUfgfqb_Gougy9UMOIghuVc6RrfAgJho8u6N19bBCb6jZymW1tBOkN6vJZnhXAx05t4I_geInbAGI5JNCaJlmqrC8GG31n_aSqHSEjBu_tzeS6AO5Ii4RO9VGfIm&__tn__=%3C%2CP-R,https://l.facebook.com/l.php?u=https%3A%2F%2Fconservativepost.com%2Fgao-investigating-whether-biden-administration-illegally-froze-funding-for-border-wall%2F%3Ffbclid%3DIwAR3RHP-Lsez_NORYMAt2cGctaMvdGEO0d5_2er_fzeiBpZjYxOKY53gZxAM&h=AT2xu11k9gDRoltVGgPysGtxZCBLu1svCTdxbdOtCIqQ_e4vfuPfrxbq3gL3QXZLSBnSPArvXvH67caAbYHiCfFCxSX3k_wkoyN58zQRozIF215foT5ZAcQ0ZrMLWXB3nMaa&__tn__=H-R&c[0]=AT1N-aWzzctIoUFb8x_v-qCPL_iSEFHV8JvfWYfO3y_pgfQ8Dgvk6gQX9jMDs9EGq4xqF8z5Ou9LHRNprT_TQOjegDHulLxmMUKdwwz2GYmQGUquEvvmt8q-qRLCxlAfEk2NxfELe-OVcyGFnlkMwykXnN0cEb11o8SCYryOc4168X4,579,92 Comments,278 Shares,View previous comments
